cod_nat_tim;lib_tim;cod_commune;lib_commune;lib_bassin_risques;lib_commentaire;dat_programtim_deb;dat_programtim_fin;dat_etu_tim_deb;dat_etu_tim_fin;dat_transmission_tim;dat_integration_plu;dat_reception_min;dat_maj
05PREF20050108;DCS - Le Saix;05158;Le Saix;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-14 00:00:00;2001-12-14 00:00:00;;;2001-12-14 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050107;DCS - Saint-Pierre-Avez;05155;Saint-Pierre-Avez;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-14 00:00:00;2001-12-14 00:00:00;;;2001-12-14 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050106;DCS - Saint-Pierre-d'Argençon;05154;Saint-Pierre-d'Argençon;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-14 00:00:00;2001-12-14 00:00:00;;;2001-12-14 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050105;DCS - Saint-Michel-de-Chaillol;05153;Saint-Michel-de-Chaillol;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-12 00:00:00;2001-12-12 00:00:00;;;2001-12-12 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050104;DCS - Saint-Maurice-en-Valgodema;05152;Saint-Maurice-en-Valgodemard;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-05-15 00:00:00;2001-05-15 00:00:00;;;2001-05-15 00:00:00;;2001-05-25 00:00:00;2009-01-22 00:00:00
05PREF20050103;DCS - Sainte-Marie;05150;Sainte-Marie;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-14 00:00:00;2001-12-14 00:00:00;;;2001-12-14 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050102;DCS - Saint-Léger-les-Mélèzes;05149;Saint-Léger-les-Mélèzes;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-12 00:00:00;2001-12-12 00:00:00;;;2001-12-12 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050101;DCS - Saint-Laurent-du-Cros;05148;Saint-Laurent-du-Cros;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-12 00:00:00;2001-12-12 00:00:00;;;2001-12-12 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050100;DCS - Saint-Julien-en-Champsaur;05147;Saint-Julien-en-Champsaur;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-12 00:00:00;2001-12-12 00:00:00;;;2001-12-12 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050099;DCS - Saint-Julien-en-Beauchêne;05146;Saint-Julien-en-Beauchêne;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-12 00:00:00;2001-12-12 00:00:00;;;2001-12-12 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050098;DCS - Saint-Genis;05143;Saint-Genis;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-12 00:00:00;2001-12-12 00:00:00;;;2001-12-12 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050097;DCS - Saint-Firmin;05142;Saint-Firmin;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-12 00:00:00;2001-12-12 00:00:00;;;2001-12-12 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050096;DCS - Saint-Eusèbe-en-Champsaur;05141;Saint-Eusèbe-en-Champsaur;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-12 00:00:00;2001-12-12 00:00:00;;;2001-12-12 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
04DDT20060155;PAC Saint-Etienne les Orgues;04178;Saint-Étienne-les-Orgues;"";"";;;;;2005-11-22 00:00:00;;;2011-05-27 00:00:00
05PREF20050095;DCS - Saint-Etienne-le-Laus;05140;Saint-Étienne-le-Laus;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-12 00:00:00;2001-12-12 00:00:00;;;2001-12-12 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050094;DCS - Saint-Etienne-en-Dévoluy;05139;Dévoluy;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-12 00:00:00;2001-12-12 00:00:00;;;2001-12-12 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050093;DCS - Saint-Crépin;05136;Saint-Crépin;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-10 00:00:00;2001-12-10 00:00:00;;;2001-12-10 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050092;DCS - Sainte-Colombe;05135;Sainte-Colombe;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-14 00:00:00;2001-12-14 00:00:00;;;2001-12-14 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050091;DCS - Saint-Clément-sur-Durance;05134;Saint-Clément-sur-Durance;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-10 00:00:00;2001-12-10 00:00:00;;;2001-12-10 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050090;DCS - Saint-Bonnet-en-Champsaur;05132;Saint-Bonnet-en-Champsaur;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-10 00:00:00;2001-12-10 00:00:00;;;2001-12-10 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050089;DCS - Rousset;05127;Rousset;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-10 00:00:00;2001-12-10 00:00:00;;;2001-12-10 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050088;DCS - Rosans;05126;Rosans;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-10 00:00:00;2001-12-10 00:00:00;;;2001-12-10 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050087;DCS - La Roche-des-Arnauds;05123;La Roche-des-Arnauds;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-10 00:00:00;2001-12-10 00:00:00;;;2001-12-10 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050086;DCS - La Roche-de-Rame;05122;La Roche-de-Rame;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-10 00:00:00;2001-12-10 00:00:00;;;2001-12-10 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050085;DCS - Rochebrune;05121;Rochebrune;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-10 00:00:00;2001-12-10 00:00:00;;;2001-12-10 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050084;DCS - Réotier;05116;Réotier;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-06 00:00:00;2001-12-06 00:00:00;;;2001-12-06 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050083;DCS - Remollon;05115;Remollon;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-06 00:00:00;2001-12-06 00:00:00;;;2001-12-06 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050082;DCS - Le Poët;05103;Le Poët;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-12-06 00:00:00;2001-12-06 00:00:00;;;2001-12-06 00:00:00;;2002-01-30 00:00:00;2009-01-22 00:00:00
05PREF20050081;DCS - Orpierre;05097;Orpierre;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-05-15 00:00:00;2001-05-15 00:00:00;;;2001-05-15 00:00:00;;2001-05-25 00:00:00;2009-01-22 00:00:00
05PREF20050080;DCS - Névache;05093;Névache;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-05-16 00:00:00;2001-05-16 00:00:00;;;2001-05-16 00:00:00;;2001-05-25 00:00:00;2009-01-22 00:00:00
05PREF20050079;DCS - Neffes;05092;Neffes;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-05-15 00:00:00;2001-05-15 00:00:00;;;2001-05-15 00:00:00;;2001-05-25 00:00:00;2009-01-22 00:00:00
05PREF20050078;DCS - Montrond;05089;Montrond;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-05-14 00:00:00;2001-05-14 00:00:00;;;2001-05-14 00:00:00;;2001-05-15 00:00:00;2009-01-22 00:00:00
05PREF20050077;DCS - Montmaur;05087;Montmaur;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-05-15 00:00:00;2001-05-15 00:00:00;;;2001-05-15 00:00:00;;2001-05-25 00:00:00;2009-01-22 00:00:00
05PREF20050076;DCS - Montgenèvre;05085;Montgenèvre;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-04-10 00:00:00;2001-04-10 00:00:00;;;2001-04-10 00:00:00;;2001-04-23 00:00:00;2009-01-22 00:00:00
05PREF20050075;DCS - Le Monêtier-les-Bains;05079;Le Monêtier-les-Bains;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-05-15 00:00:00;2001-05-15 00:00:00;;;2001-05-15 00:00:00;;2001-05-25 00:00:00;2009-01-22 00:00:00
05PREF20050074;DCS - Molines-en-Queyras;05077;Molines-en-Queyras;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-05-15 00:00:00;2001-05-15 00:00:00;;;2001-05-15 00:00:00;;2001-05-25 00:00:00;2009-01-22 00:00:00
05PREF20050073;DCS - Manteyer;05075;Manteyer;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-05-15 00:00:00;2001-05-15 00:00:00;;;2001-05-15 00:00:00;;2001-05-25 00:00:00;2009-01-22 00:00:00
05PREF20050072;DCS - Lardier-et-Valença;05071;Lardier-et-Valença;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-02-12 00:00:00;2001-02-12 00:00:00;;;2001-02-12 00:00:00;;2001-02-15 00:00:00;2009-01-22 00:00:00
05PREF20050071;DCS - Guillestre;05065;Guillestre;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-04-10 00:00:00;2001-04-10 00:00:00;;;2001-04-10 00:00:00;;2001-04-23 00:00:00;2009-01-22 00:00:00
05PREF20050070;DCS - Le Glaizil;05062;Le Glaizil;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-05-14 00:00:00;2001-05-14 00:00:00;;;2001-05-14 00:00:00;;2001-05-15 00:00:00;2009-01-22 00:00:00
05PREF20050069;DCS - Espinasses;05050;Espinasses;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-05-15 00:00:00;2001-05-15 00:00:00;;;2001-05-15 00:00:00;;2001-05-25 00:00:00;2009-01-22 00:00:00
05PREF20050068;DCS - L'Epine;05048;L'Épine;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-05-15 00:00:00;2001-05-15 00:00:00;;;2001-05-15 00:00:00;;2001-05-25 00:00:00;2009-01-22 00:00:00
05PREF20050067;DCS - Champcella;05031;Champcella;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-05-15 00:00:00;2001-05-15 00:00:00;;;2001-05-15 00:00:00;;2001-05-25 00:00:00;2009-01-22 00:00:00
05PREF20050066;DCS - Cervières;05027;Cervières;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-05-15 00:00:00;2001-05-15 00:00:00;;;2001-05-15 00:00:00;;2001-05-25 00:00:00;2009-01-22 00:00:00
05PREF20050065;DCS - La Bâtie-Neuve;05017;La Bâtie-Neuve;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-05-15 00:00:00;2001-05-15 00:00:00;;;2001-05-15 00:00:00;;2001-05-25 00:00:00;2009-01-22 00:00:00
05PREF20050064;DCS - Baratier;05012;Baratier;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-01-30 00:00:00;2001-01-30 00:00:00;;;2001-01-30 00:00:00;;2001-02-15 00:00:00;2009-01-22 00:00:00
05PREF20050063;DCS - Aspres-sur-Buëch;05010;Aspres-sur-Buëch;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2001-05-15 00:00:00;2001-05-15 00:00:00;;;2001-05-15 00:00:00;;2001-05-25 00:00:00;2009-01-22 00:00:00
05PREF20050062;DCS - Villar-Saint-Pancrace;05183;Villar-Saint-Pancrace;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-06-29 00:00:00;2000-06-29 00:00:00;;;2000-06-29 00:00:00;;2000-07-10 00:00:00;2009-01-22 00:00:00
05PREF20050061;DCS - Villar-d'Arêne;05181;Villar-d'Arêne;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050060;DCS - Les Vigneaux;05180;Les Vigneaux;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-08-07 00:00:00;2000-08-07 00:00:00;;;2000-08-07 00:00:00;;2000-08-14 00:00:00;2009-01-22 00:00:00
04DDT20060154;PAC La Rochegiron;04169;La Rochegiron;"";"";;;;;2005-11-22 00:00:00;;;2011-05-27 00:00:00
05PREF20050059;DCS - Vars;05177;Vars;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050058;DCS - Valserres;05176;Valserres;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-12-11 00:00:00;2000-12-11 00:00:00;;;2000-12-11 00:00:00;;2000-12-18 00:00:00;2009-01-22 00:00:00
05PREF20050057;DCS - Vallouise;05175;Vallouise;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050056;DCS - Val-des-Prés;05174;Val-des-Prés;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-06-26 00:00:00;2000-06-26 00:00:00;;;2000-06-26 00:00:00;;2000-07-10 00:00:00;2009-01-22 00:00:00
05PREF20050055;DCS - Théus;05171;Théus;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-11-27 00:00:00;2000-11-27 00:00:00;;;2000-11-27 00:00:00;;2000-11-29 00:00:00;2009-01-22 00:00:00
05PREF20050054;DCS - Serres;05166;Serres;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-08-07 00:00:00;2000-08-07 00:00:00;;;2000-08-07 00:00:00;;2000-08-14 00:00:00;2009-01-22 00:00:00
05PREF20050053;DCS - La Salle les Alpes;05161;La Salle-les-Alpes;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050052;DCS - Saint-Véran;05157;Saint-Véran;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050051;DCS - Saint-Martin-de-Queyrières;05151;Saint-Martin-de-Queyrières;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050050;DCS - Saint-Jean-Saint-Nicolas;05145;Saint-Jean-Saint-Nicolas;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050049;DCS - Saint-Jacques-en-Valgodema;05144;Saint-Jacques-en-Valgodemard;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-24 00:00:00;2000-05-24 00:00:00;;;2000-05-24 00:00:00;;2000-05-30 00:00:00;2009-01-22 00:00:00
05PREF20050048;DCS - Saint-Chaffrey;05133;Saint-Chaffrey;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-06-29 00:00:00;2000-06-29 00:00:00;;;2000-06-29 00:00:00;;2000-07-10 00:00:00;2009-01-22 00:00:00
05PREF20050047;DCS - Ristolas;05120;Ristolas;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-06-05 00:00:00;2000-06-05 00:00:00;;;2000-06-05 00:00:00;;2000-06-09 00:00:00;2009-01-22 00:00:00
05PREF20050046;DCS - Risoul;05119;Risoul;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050045;DCS - Ribiers;05118;Ribiers;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-12-11 00:00:00;2000-12-11 00:00:00;;;2000-12-11 00:00:00;;2000-12-18 00:00:00;2009-01-22 00:00:00
05PREF20050044;DCS - Réallon;05114;Réallon;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050043;DCS - Puy-Saint-Vincent;05110;Puy-Saint-Vincent;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-06-05 00:00:00;2000-06-05 00:00:00;;;2000-06-05 00:00:00;;2000-06-09 00:00:00;2009-01-22 00:00:00
05PREF20050042;DCS - Puy-Saint-Pierre;05109;Puy-Saint-Pierre;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050041;DCS - Puy-Saint-André;05107;Puy-Saint-André;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050040;DCS - Pelvoux;05101;Pelvoux;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050039;DCS - Les Orres;05098;Les Orres;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050038;DCS - Orcières;05096;Orcières;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-24 00:00:00;2000-05-24 00:00:00;;;2000-05-24 00:00:00;;2000-05-30 00:00:00;2009-01-22 00:00:00
05PREF20050037;DCS - Montgardin;05084;Montgardin;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-12-11 00:00:00;2000-12-11 00:00:00;;;2000-12-11 00:00:00;;2000-12-15 00:00:00;2009-01-22 00:00:00
05PREF20050036;DCS - Monêtier-Allemont;05078;Monêtier-Allemont;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-12-11 00:00:00;2000-12-11 00:00:00;;;2000-12-11 00:00:00;;2000-12-15 00:00:00;2009-01-22 00:00:00
05PREF20050035;DCS - Lettret;05074;Lettret;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-12-11 00:00:00;2000-12-11 00:00:00;;;2000-12-11 00:00:00;;2000-12-15 00:00:00;2009-01-22 00:00:00
05PREF20050034;DCS - Lazer;05073;Lazer;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-12-11 00:00:00;2000-12-11 00:00:00;;;2000-12-11 00:00:00;;2000-12-18 00:00:00;2009-01-22 00:00:00
05PREF20050033;DCS - Laragne-Montéglin;05070;Laragne-Montéglin;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050032;DCS - Jarjayes;05068;Jarjayes;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-12-11 00:00:00;2000-12-11 00:00:00;;;2000-12-11 00:00:00;;2000-12-18 00:00:00;2009-01-22 00:00:00
05PREF20050031;DCS - Les Infournas;05132;Saint-Bonnet-en-Champsaur;"";Le 1er janvier 2013, Bénévent-et-Charbillac fusionne avec Saint-Bonnet-en-Champsaur et Les Infournas pour former la commune nouvelle de Saint-Bonnet-en-Champsaur;2000-11-27 00:00:00;2000-11-27 00:00:00;;;2000-11-27 00:00:00;;2000-11-29 00:00:00;2014-07-29 00:00:00
05PREF20050030;DCS - La Chapelle-en-Valgaudémar;05064;La Chapelle-en-Valgaudémar;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-24 00:00:00;2000-05-24 00:00:00;;;2000-05-24 00:00:00;;2000-05-30 00:00:00;2009-01-22 00:00:00
05PREF20050029;DCS - La Grave;05063;La Grave;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050028;DCS - Gap;05061;Gap;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050027;DCS - Freissinières;05058;Freissinières;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-06-29 00:00:00;2000-06-29 00:00:00;;;2000-06-29 00:00:00;;2000-07-10 00:00:00;2009-01-22 00:00:00
05PREF20050026;DCS - La Faurie;05055;La Faurie;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-11-27 00:00:00;2000-11-27 00:00:00;;;2000-11-27 00:00:00;;2000-11-29 00:00:00;2009-01-22 00:00:00
05PREF20050025;DCS - Eyguians;05053;Eyguians;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-12-11 00:00:00;2000-12-11 00:00:00;;;2000-12-11 00:00:00;;2000-12-15 00:00:00;2009-01-22 00:00:00
05PREF20050024;DCS - Eygliers;05052;Eygliers;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-11-27 00:00:00;2000-11-27 00:00:00;;;2000-11-27 00:00:00;;2000-11-29 00:00:00;2009-01-22 00:00:00
05PREF20050023;DCS - Etoile-Saint-Cyrice;05051;Étoile-Saint-Cyrice;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-11-27 00:00:00;2000-11-27 00:00:00;;;2000-11-27 00:00:00;;2000-11-29 00:00:00;2009-01-22 00:00:00
05PREF20050022;DCS - Crots;05045;Crots;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-24 00:00:00;2000-05-24 00:00:00;;;2000-05-24 00:00:00;;2000-05-30 00:00:00;2009-01-22 00:00:00
05PREF20050021;DCS - Crévoux;05044;Crévoux;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050019;DCS - Chorges;05040;Chorges;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050018;DCS - Chauffayer;05039;Chauffayer;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-12-11 00:00:00;2000-12-11 00:00:00;;;2000-12-11 00:00:00;;2000-12-15 00:00:00;2009-01-22 00:00:00
05PREF20050017;DCS - Château-Ville-Vieille;05038;Château-Ville-Vieille;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-06-05 00:00:00;2000-06-05 00:00:00;;;2000-06-05 00:00:00;;2000-06-09 00:00:00;2009-01-22 00:00:00
05PREF20050016;DCS - Châteauroux;05036;Châteauroux-les-Alpes;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-12-11 00:00:00;2000-12-11 00:00:00;;;2000-12-11 00:00:00;;2000-12-15 00:00:00;2009-01-22 00:00:00
05PREF20050015;DCS - Châteauneuf-de-Chabre;05034;Châteauneuf-de-Chabre;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-12-11 00:00:00;2000-12-11 00:00:00;;;2000-12-11 00:00:00;;2000-12-15 00:00:00;2009-01-22 00:00:00
05PREF20050014;DCS - Champoléon;05032;Champoléon;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-12-21 00:00:00;2000-12-21 00:00:00;;;2000-12-21 00:00:00;;2000-12-28 00:00:00;2009-01-22 00:00:00
05PREF20050013;DCS - Chabestan;05028;Chabestan;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-12-11 00:00:00;2000-12-11 00:00:00;;;2000-12-11 00:00:00;;2000-12-18 00:00:00;2009-01-22 00:00:00
05PREF20050012;DCS - Ceillac;05026;Ceillac;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050011;DCS - Bruis;05024;Bruis;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-11-27 00:00:00;2000-11-27 00:00:00;;;2000-11-27 00:00:00;;2000-11-29 00:00:00;2009-01-22 00:00:00
05PREF20050010;DCS - Briançon;05023;Briançon;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-05-16 00:00:00;2000-05-16 00:00:00;;;2000-05-16 00:00:00;;2000-05-22 00:00:00;2009-01-22 00:00:00
05PREF20050009;DCS - La Beaume;05019;La Beaume;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-12-11 00:00:00;2000-12-11 00:00:00;;;2000-12-11 00:00:00;;2000-12-15 00:00:00;2009-01-22 00:00:00
05PREF20050008;DCS - Barret-le-Bas;05014;Barret-sur-Méouge;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2000-12-11 00:00:00;2000-12-11 00:00:00;;;2000-12-11 00:00:00;;2000-12-18 00:00:00;2009-01-22 00:00:00
