,Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee,pluie,catnat,criminalite,pprn,chomage,rev_med
9075,462,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500.0,1,1980.0,0.0,   .,87085,2,0.0,0.0370315058483431,0,9.6,18716.249999999996
9076,9323,2015,"0,942465753",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,680.0,3,1960.0,0.0,   .,93048,0,0.0,0.08588069164663209,0,13.1,18288.94444444444
9077,1689,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,110.0,2,-1.0,0.0,   .,69385,2,0.0,0.0694622284524776,0,9.175,22735.6666666667
9078,14883,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200.0,3,1980.0,0.0,   .,93049,0,0.0,0.08588069164663209,0,13.1,23832.0
9079,2447,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1390.0,2,1980.0,0.0,   .,29185,0,0.0,0.03984149721056671,12,8.95,19587.25
9080,19045,2014,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,1,3875.0,3,1970.0,0.0,   5,94068,0,0.0,0.0669812364335378,0,8.875,28809.107142857145
9081,4995,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,315.0,2,-1.0,0.0,   .,29232,1,0.0,0.04029555680197716,0,9.075,19950.0
9082,4060,2016,"0,99726776",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,306.0,4,1960.0,0.0,   .,06153,14,0.0,0.07059769088238117,3,10.55,19293.666666666668
9083,13913,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,443.0,2,1960.0,0.0,   .,64122,17,64.0,0.04077038706689706,13,8.6,21842.85714285714
9084,7579,2013,"0,304109589",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,482.0,2,1980.0,0.0,   3,95313,1,0.0,0.07329069433597755,3,10.0,25910.555555555602
9085,9302,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,297.0,3,1960.0,0.0,   .,93066,0,0.0,0.09121377035287634,1,12.05,14385.714285714299
9086,16803,2013,"0,109589041",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,1,900.0,3,1930.0,0.0,   4,64483,16,0.0,0.04032936931618822,19,8.6,20414.6666666667
9087,19137,2015,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,872.0,2,1970.0,0.3,   2,30133,14,1.0,0.05375588094647848,0,14.1,19431.0
9088,4664,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,100.0,2,1960.0,0.0,   .,13207,11,0.0,0.08028686949451888,0,11.9,23031.11111111111
9089,531,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1117.0,4,1980.0,0.0,   .,06088,12,0.0,0.08239911868053464,5,9.45,18683.0
9090,7849,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1962.0,4,1960.0,0.0,   .,75115,0,0.0,0.109340556085541,0,8.275,30203.043478260897
9091,11401,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,780.0,2,1960.0,0.0,   .,13201,5,0.0,0.07815247478208608,0,11.95,13853.5
9092,5237,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,180.0,1,1960.0,0.0,   .,91573,1,0.0,0.05730458852999089,0,7.525,24567.3076923077
9093,14149,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,838.0,1,1960.0,0.0,   .,05145,7,0.0,0.04949047659598626,10,9.4,19183.123076923075
9094,6227,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4400.0,2,2002.0,0.0,   4,64129,8,0.0,0.0390008101058479,3,8.375,19634.880952380954
9095,6502,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,850.0,1,1988.0,0.0,   .,43137,4,0.0,0.02544242886133832,4,7.875,20329.5652173913
9096,19306,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1947.0,3,1990.0,0.0,   6,54395,0,0.0,0.05036471800904953,0,10.125,20198.0
9097,10910,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2300.0,1,1988.0,0.0,   .,54431,1,1.0,0.04957955230434794,0,9.5,18052.3333333333
9098,8238,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2272.0,3,-1.0,0.0,   .,2B033,19,3.0,0.04410121854107348,0,11.9,17830.5
9099,567,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,356.0,3,-1.0,0.0,   .,33063,2,78.0,0.0550834663330889,0,9.575,20561.0
9100,19616,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,450.0,2,1900.0,0.6,   4,95426,0,1.0,0.06609827296810028,2,10.1,30973.904761904756
9101,14834,2013,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,620.0,3,1950.0,0.6,   4,59599,2,0.0,0.0622156656659742,19,13.2,16361.666666666699
9102,8424,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,2,-1.0,0.0,   .,38053,12,0.0,0.05269172966702667,0,8.0,18194.9285714286
9103,12664,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6850.0,1,1988.0,0.0,   .,74012,6,0.0,0.04562953030946748,13,7.4,20076.1538461538
9104,1874,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,728.0,2,1900.0,0.0,   4,42218,9,0.0,0.04338631638857306,0,9.5,17397.7777777778
9105,9540,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1750.0,1,-1.0,0.0,   .,73927,7,0.0,0.05970050623650331,17,7.7,21195.4166666667
9106,9345,2016,"0,99726776",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250.0,1,-1.0,0.0,   .,91174,1,1.0,0.05394809411728151,0,7.7,17043.142857142855
9107,5381,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1092.0,1,-1.0,0.0,   .,74042,4,0.0,0.04573587681180703,17,7.45,21113.33333333333
9108,652,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,4,1960.0,0.0,   .,06159,13,0.0,0.0784745334580591,5,10.225,22830.8
9109,4617,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,441.0,4,1960.0,0.0,   4,06083,14,0.0,0.07059769088238117,3,10.55,20144.666666666664
9110,9903,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,500.0,3,1970.0,0.0,   5,2A247,12,1.0,0.04421914577107094,0,9.6,17823.0
9111,15104,2012,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,600.0,2,1960.0,0.0,   2,31555,2,78.0,0.06600544495677098,3,9.65,19883.2
9112,9338,2013,"0,780821918",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,3,-1.0,0.0,   .,93055,1,0.0,0.09135371617835182,0,12.8,15539.1304347826
9113,6117,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,906.0,3,-1.0,0.0,   .,92044,0,0.0,0.06054459246334862,0,7.425,29478.0
9114,12516,2012,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,5100.0,2,1850.0,0.0,   6,64204,6,0.0,0.0407719509556328,1,8.2,18028.0
9115,14350,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1260.0,4,1980.0,0.0,   .,06088,12,0.0,0.08239911868053464,5,9.45,18683.0
9116,7257,2013,"0,915068493",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1000.0,3,1960.0,0.0,   5,83137,9,1.0,0.06109861819610085,0,11.1,18350.0
9117,19113,2016,"0,99726776",1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,4400.0,1,1960.0,0.3,   5,13054,4,0.0,0.07696127724824814,4,11.675,19401.583333333336
9118,6973,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,310.0,3,1960.0,0.0,   .,92012,0,0.0,0.06054459246334862,0,7.425,30561.3333333333
9119,19677,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2412.0,2,2014.0,0.0,   8,59107,2,0.0,0.06224010772267249,24,12.5,20007.444444444445
9120,6951,2013,"0,454794521",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,230.0,2,-1.0,0.0,   .,51030,0,0.0,0.05515974589429104,35,9.95,20183.888888888898
9121,10122,2013,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1769.0,2,1988.0,0.0,   .,83061,9,0.0,0.06109861819610085,0,11.1,18976.9565217391
9122,13147,2014,1,0,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,2600.0,1,1971.0,0.6,   6,05023,2,0.0,0.04874073332713768,0,9.15,18921.304347826088
9123,7035,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,797.0,1,1960.0,0.0,   .,74137,4,0.0,0.04573587681180703,17,7.45,28041.33333333333
9124,7560,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4800.0,4,1980.0,0.0,   .,06029,12,0.0,0.08239911868053464,5,9.45,18560.5
9125,4024,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,500.0,2,1900.0,0.0,   2,34301,13,0.0,0.0703275838550769,7,14.45,16732.0
9126,6891,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,586.0,3,1960.0,0.0,   .,92004,0,1.0,0.06956603637071282,0,7.575,23681.166666666668
9127,252,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2800.0,1,1980.0,0.0,   .,61006,1,0.0,0.03417409444339086,17,9.025,16332.8
9128,4173,2013,"0,161643836",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,465.0,2,1980.0,0.0,   .,62108,2,0.0,0.04780559716899683,0,13.375,17398.039215686298
9129,11017,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200.0,2,1960.0,0.0,   .,59328,1,0.0,0.06128224038393153,0,12.7,23555.3333333333
9130,1097,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1045.0,2,1980.0,0.0,   .,76259,1,0.0,0.0460752671076062,0,11.175,17490.0
9131,12114,2014,"0,126027397",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,880.0,4,1980.0,0.0,   .,06088,14,0.0,0.07700920879672707,0,10.5,19010.0
9132,5510,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6468.0,2,1980.0,0.0,   .,13208,3,0.0,0.08578364194793993,1,11.75,23910.6666666667
9133,15087,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,1,-1.0,0.0,   .,10387,2,0.0,0.05292891903085525,0,12.75,16821.0
9134,1823,2012,"0,833333333",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1100.0,2,1988.0,0.0,   .,68126,4,0.0,0.04117971085881658,0,9.3,35290.0
9135,7532,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3672.0,2,1980.0,0.0,   .,80021,0,0.0,0.04930719210580684,354,11.525,17054.7619047619
9136,4127,2013,0,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,320.0,1,1960.0,0.0,   .,91174,1,0.0,0.05730458852999089,0,7.525,17047.5
9137,7963,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,585.0,3,-1.0,0.0,   .,83137,9,32.0,0.05977376234377279,0,10.625,17912.0
9138,5584,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,555.0,2,-1.0,0.0,   .,67152,1,0.0,0.04381682443668544,0,8.225,23834.0
9139,13640,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,2,1960.0,0.0,   .,34172,13,1.0,0.06782983555574001,9,13.9,17477.82608695652
9140,8946,2016,"0,99726776",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2922.0,4,1995.0,0.0,   7,06083,14,0.0,0.07059769088238117,3,10.55,20144.666666666664
9141,12755,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4625.0,2,1988.0,0.0,   .,83061,24,2.0,0.061626141866979,0,11.225,19225.55555555556
9142,17084,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,800.0,2,1964.0,0.0,   3,95018,0,0.0,0.0693059287173621,1,10.175,17518.25
9143,14513,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,1,1960.0,0.0,   .,91326,0,0.0,0.05621308961608108,0,7.775,22279.5
9144,4884,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,650.0,2,1960.0,0.0,   .,13201,4,0.0,0.08332275558066343,0,12.075,13837.6923076923
9145,552,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,308.0,1,1960.0,0.0,   .,44070,0,0.0,0.05562539546691175,0,7.925,21903.3333333333
9146,1515,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,280.0,2,-1.0,0.0,   .,64122,6,0.0,0.0407719509556328,1,8.2,21207.619047619
9147,6246,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3240.0,2,1988.0,0.0,   .,83900,24,0.0,0.061626141866979,0,11.225,20118.5
9148,17987,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,696.0,3,1950.0,0.0,   6,92024,0,0.0,0.06054459246334862,0,7.425,17747.5
9149,2000,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,850.0,2,1960.0,0.0,   .,69091,5,0.0,0.06754482111788489,54,9.15,16580.4
9150,17684,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,150.0,2,1900.0,0.0,   2,13205,5,0.0,0.07815247478208608,0,11.95,18554.166666666668
9151,8681,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,2,1980.0,0.0,   .,78418,0,0.0,0.05787187055758076,1,7.425,29351.666666666664
9152,16253,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1365.0,2,2010.0,0.0,   3,59340,2,0.0,0.0622156656659742,19,13.2,20831.5
9153,18843,2016,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,502.0,1,1950.0,0.0,   4,10387,1,0.0,0.05400925836004014,22,12.625,16806.214285714286
9154,10259,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,3050.0,3,2000.0,0.0,   5,2A004,11,0.0,0.04926115148973038,0,9.025,19013.5
9155,4879,2016,"0,06557377",1,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,670.0,3,1970.0,0.0,   5,93013,0,0.0,0.08716778907796298,0,12.75,16225.208333333336
9156,17314,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,4069.0,2,2001.0,0.0,   5,13212,3,0.0,0.08578364194793993,1,11.75,21812.133333333302
9157,9480,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,480.0,4,-1.0,0.0,   .,75107,0,0.0,0.1043697260714775,0,8.0,42249.5
9158,18507,2016,"0,99726776",1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,2167.0,3,1900.0,0.0,   7,92051,0,1.0,0.06956603637071282,0,7.575,43057.8
9159,15976,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,332.0,4,1900.0,0.0,   4,06088,14,0.0,0.07059769088238117,3,10.55,19176.8
9160,6338,2013,"0,747945205",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550.0,2,-1.0,0.0,   .,51454,0,0.0,0.05515974589429104,35,9.95,18012.8
9161,543,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,676.0,2,1718.0,0.0,   4,31555,2,78.0,0.06600544495677098,3,9.65,19883.2
9162,16193,2013,1,1,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,480.0,4,1900.0,0.0,   6,75117,0,0.0,0.109340556085541,0,8.275,29395.7142857143
9163,5211,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,1,1960.0,0.0,   .,54547,1,0.0,0.05017756400785769,0,10.025,16940.0
9164,16303,2012,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,1,320.0,2,1930.0,0.3,   3,64122,6,0.0,0.0407719509556328,1,8.2,21207.619047619
9165,6108,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1670.0,1,1960.0,0.0,   .,33009,1,0.0,0.05533950111012233,0,10.25,24034.5
9166,15195,2014,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,3269.0,4,1975.0,0.0,   4,06070,14,0.0,0.07700920879672707,0,10.5,17542.0
9167,7193,2013,"0,961643836",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3950.0,4,1960.0,0.0,   .,75116,0,0.0,0.109340556085541,0,8.275,38679.0
9168,13404,2013,"0,893150685",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,4255.0,1,1987.0,0.0,   2,16374,3,0.0,0.04038960965480562,1,10.35,16845.0
9169,16598,2013,"0,756164384",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,450.0,2,1994.0,0.0,   4,66148,6,33.0,0.06688062588474297,8,14.825,16615.2380952381
9170,19384,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,200.0,2,1930.0,0.6,   2,13216,5,0.0,0.07815247478208608,0,11.95,17118.88888888889
9171,8510,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,4,-1.0,0.0,   .,06903,12,0.0,0.08239911868053464,5,9.45,20162.1739130435
9172,4019,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1086.0,1,1900.0,0.0,   4,35238,0,0.0,0.03926131765373714,0,8.1,20299.33333333333
9173,3749,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1222.0,2,-1.0,0.0,   .,64249,16,0.0,0.04032936931618822,19,8.6,21125.0
9174,14190,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,370.0,2,1960.0,0.0,   .,13206,4,0.0,0.08332275558066343,0,12.075,20150.0
9175,9594,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4639.0,2,1987.0,0.6,   2,34003,8,32.0,0.06563975754113141,0,14.3,18242.4
9176,2088,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,1,750.0,2,1970.0,0.0,   4,57463,0,39.0,0.04387520688640264,0,9.8,18265.0
9177,18300,2014,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,4040.0,2,1900.0,0.3,   3,64122,17,64.0,0.04077038706689706,13,8.6,21842.85714285714
9178,4159,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,765.0,1,1850.0,0.0,   4,74010,6,0.0,0.04562953030946748,13,7.4,21676.5
9179,8436,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,520.0,2,-1.0,0.0,   .,64122,16,0.0,0.04032936931618822,19,8.6,21793.3333333333
9180,12171,2016,"0,035519126",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,790.0,1,1980.0,0.0,   .,08105,1,0.0,0.04252808029894215,0,11.975,16688.071428571428
9181,4725,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,528.0,1,1960.0,0.0,   .,91174,1,1.0,0.05394809411728151,0,7.7,17043.142857142855
9182,17199,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,750.0,2,1960.0,0.3,   3,11266,11,0.0,0.05148326301446325,0,13.95,16972.0
9183,15533,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,460.0,2,2005.0,0.6,   3,66136,4,0.0,0.06005451452350385,0,15.4,15908.775
9184,9288,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,4,-1.0,0.0,   .,75120,0,0.0,0.1043697260714775,0,8.0,19734.0
9185,15836,2012,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,4100.0,3,1960.0,0.0,>=10,92012,0,0.0,0.06054459246334862,0,7.425,30561.3333333333
9186,6435,2016,"0,494535519",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1845.0,1,1980.0,0.0,   .,42186,5,0.0,0.0496419277241249,34,9.95,16988.117021276594
9187,10042,2014,"0,794520548",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,406.0,1,-1.0,0.0,   .,74281,4,0.0,0.04573587681180703,17,7.45,21489.473684210527
9188,15691,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4400.0,1,2009.0,0.0,   6,42147,5,0.0,0.0496419277241249,34,9.95,19594.0
9189,13931,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,412.0,4,1960.0,0.0,   3,06088,14,0.0,0.07700920879672707,0,10.5,19010.0
9190,5658,2016,0,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2770.0,4,-1.0,0.0,   .,75105,0,1.0,0.1240257733206046,0,7.825,32833.75
9191,18846,2013,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,202.0,1,1900.0,0.0,   3,10387,1,1.0,0.0472599410922399,0,11.75,16667.0
9192,3377,2013,"0,328767123",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2100.0,2,1980.0,0.0,   .,14338,1,0.0,0.04050177912732175,0,9.725,20325.0
9193,3984,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2900.0,4,1960.0,0.0,   .,06083,13,0.0,0.0784745334580591,5,10.225,19862.0
9194,248,2012,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,10000.0,2,-1.0,0.0,   .,38931,12,0.0,0.05269172966702667,0,8.0,20824.6666666667
9195,2253,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2725.0,2,1980.0,0.0,   .,34172,21,3.0,0.06727662502551025,3,14.475,17315.652173913044
9196,13778,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2350.0,2,1960.0,0.0,   .,13001,3,0.0,0.08578364194793993,1,11.75,21888.0
9197,338,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,326.0,4,1960.0,0.0,   .,75120,0,1.0,0.1240257733206046,0,7.825,20488.666666666664
9198,12868,2013,"0,580821918",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2793.0,3,1988.0,0.0,   .,83137,9,1.0,0.06109861819610085,0,11.1,18350.0
9199,14990,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,20840.0,3,1980.0,0.0,   .,94019,1,0.0,0.06353817009538369,0,8.725,21368.2608695652
9200,11702,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700.0,3,1960.0,0.0,   .,64189,6,0.0,0.0407719509556328,1,8.2,19803.3333333333
9201,15499,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,1050.0,2,1864.0,0.0,   6,13204,11,0.0,0.08028686949451888,0,11.9,18328.0
9202,18286,2012,"0,920765027",1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,1630.0,4,1900.0,0.0,   7,75113,0,0.0,0.1043697260714775,0,8.0,22758.8
9203,15922,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,400.0,2,1980.0,0.0,   2,30189,17,39.0,0.05576233529414171,0,13.7,16547.3333333333
9204,920,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1824.0,1,1960.0,0.0,   .,27448,1,0.0,0.03903659452311495,2,10.475,21161.11111111111
9205,18735,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,300.0,4,1920.0,0.0,   3,06083,13,0.0,0.0784745334580591,5,10.225,19862.0
9206,9304,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2573.0,4,-1.0,0.0,   .,75112,0,0.0,0.1248164219334413,0,8.225,26700.0
9207,13177,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3850.0,2,1981.0,0.0,   4,83144,9,1.0,0.06217505902816187,0,11.4,21541.42857142857
9208,10876,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,3,1960.0,0.0,   .,92063,0,0.0,0.06860749669852356,0,7.8,30029.0
9209,8749,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,320.0,4,-1.0,0.0,   .,06088,12,0.0,0.08239911868053464,5,9.45,18683.0
9210,16078,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,640.0,2,1950.0,0.3,   4,77464,0,0.0,0.06140454013002904,0,8.075,23559.04761904762
9211,17394,2014,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2785.0,1,2005.0,0.0,   6,91249,0,0.0,0.05537568954478217,0,7.6,27369.04761904762
9212,7172,2014,"0,821917808",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4368.0,2,1980.0,0.0,   .,38421,14,0.0,0.05887035751935715,0,8.25,19151.0
9213,4384,2014,"0,747945205",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5800.0,1,1988.0,0.0,   .,74056,4,0.0,0.04573587681180703,17,7.45,21179.33333333333
9214,19698,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1654.0,4,1990.0,0.6,   4,06157,14,0.0,0.07059769088238117,3,10.55,21909.25
9215,5790,2014,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,693.0,1,-1.0,0.0,   .,13004,11,0.0,0.08028686949451888,0,11.9,17585.55555555556
